,name,date,fips,lat,long,confirmed,deaths,confirmed_diff,deaths_diff,state,state_abbr,lockdown_date,lockdown_plus_30
2808,Autauga,2020-05-03,1001.0,32.53952745,-86.64408227,48,3,3,0,Alabama,AL,2020-04-03,2020-05-03
2809,Baldwin,2020-05-03,1003.0,30.72774991,-87.72207058,187,4,6,0,Alabama,AL,2020-04-03,2020-05-03
2810,Barbour,2020-05-03,1005.0,31.868263,-85.3871286,45,1,2,0,Alabama,AL,2020-04-03,2020-05-03
2811,Bibb,2020-05-03,1007.0,32.99642064,-87.12511459999996,43,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2812,Blount,2020-05-03,1009.0,33.98210918,-86.56790593,40,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2813,Bullock,2020-05-03,1011.0,32.10030533,-85.71265535,14,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2814,Butler,2020-05-03,1013.0,31.75300095,-86.68057478,105,1,13,0,Alabama,AL,2020-04-03,2020-05-03
2815,Calhoun,2020-05-03,1015.0,33.77483727,-85.82630386,105,3,7,0,Alabama,AL,2020-04-03,2020-05-03
2816,Chambers,2020-05-03,1017.0,32.91360079,-85.39072749,300,21,6,0,Alabama,AL,2020-04-03,2020-05-03
2817,Cherokee,2020-05-03,1019.0,34.17805983,-85.60638968,16,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2818,Chilton,2020-05-03,1021.0,32.85044126,-86.7173256,57,1,3,0,Alabama,AL,2020-04-03,2020-05-03
2819,Choctaw,2020-05-03,1023.0,32.02227341,-88.26564429999998,49,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2820,Clarke,2020-05-03,1025.0,31.68099859,-87.83548597,42,1,4,0,Alabama,AL,2020-04-03,2020-05-03
2821,Clay,2020-05-03,1027.0,33.26984193,-85.85836077,22,1,1,0,Alabama,AL,2020-04-03,2020-05-03
2822,Cleburne,2020-05-03,1029.0,33.67679204,-85.52005899,12,1,0,0,Alabama,AL,2020-04-03,2020-05-03
2823,Coffee,2020-05-03,1031.0,31.39932826,-85.98901039,130,0,12,0,Alabama,AL,2020-04-03,2020-05-03
2824,Colbert,2020-05-03,1033.0,34.69847452,-87.80168544,41,2,4,0,Alabama,AL,2020-04-03,2020-05-03
2825,Conecuh,2020-05-03,1035.0,31.43401703,-86.99320044,9,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2826,Coosa,2020-05-03,1037.0,32.93690146,-86.24847739,30,1,0,0,Alabama,AL,2020-04-03,2020-05-03
2827,Covington,2020-05-03,1039.0,31.2477854,-86.45050893,45,1,2,0,Alabama,AL,2020-04-03,2020-05-03
2828,Crenshaw,2020-05-03,1041.0,31.72941803,-86.31593104,23,0,2,0,Alabama,AL,2020-04-03,2020-05-03
2829,Cullman,2020-05-03,1043.0,34.13020303,-86.86888037,58,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2830,Dale,2020-05-03,1045.0,31.43037123,-85.61095742,34,0,6,0,Alabama,AL,2020-04-03,2020-05-03
2831,Dallas,2020-05-03,1047.0,32.32688101,-87.10866709999998,59,3,10,0,Alabama,AL,2020-04-03,2020-05-03
2832,DeKalb,2020-05-03,1049.0,34.45946862,-85.80782906,79,2,2,0,Alabama,AL,2020-04-03,2020-05-03
2833,Elmore,2020-05-03,1051.0,32.59785413,-86.14415284,103,2,10,0,Alabama,AL,2020-04-03,2020-05-03
2834,Escambia,2020-05-03,1053.0,31.1256789,-87.15918694,31,2,1,0,Alabama,AL,2020-04-03,2020-05-03
2835,Etowah,2020-05-03,1055.0,34.04567266,-86.04051873,143,10,2,0,Alabama,AL,2020-04-03,2020-05-03
2836,Fayette,2020-05-03,1057.0,33.72076938,-87.73886638,6,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2837,Franklin,2020-05-03,1059.0,34.44235334,-87.84289505,132,0,32,0,Alabama,AL,2020-04-03,2020-05-03
2838,Geneva,2020-05-03,1061.0,31.09389027,-85.83572839,10,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2839,Greene,2020-05-03,1063.0,32.85504247,-87.95684022,58,1,3,0,Alabama,AL,2020-04-03,2020-05-03
2840,Hale,2020-05-03,1065.0,32.76039258,-87.63284988,52,2,0,0,Alabama,AL,2020-04-03,2020-05-03
2841,Henry,2020-05-03,1067.0,31.51148016,-85.24267944,27,1,1,0,Alabama,AL,2020-04-03,2020-05-03
2842,Houston,2020-05-03,1069.0,31.15197924,-85.29939599,95,4,2,0,Alabama,AL,2020-04-03,2020-05-03
2843,Jackson,2020-05-03,1071.0,34.78144169,-85.99750489,50,2,0,0,Alabama,AL,2020-04-03,2020-05-03
2844,Jefferson,2020-05-03,1073.0,33.55554728,-86.89506300000002,969,48,23,0,Alabama,AL,2020-04-03,2020-05-03
2845,Lamar,2020-05-03,1075.0,33.77995024,-88.09668032,11,0,0,0,Alabama,AL,2020-04-03,2020-05-03
2846,Lauderdale,2020-05-03,1077.0,34.90171875,-87.65624729,61,2,5,0,Alabama,AL,2020-04-03,2020-05-03
2847,Lawrence,2020-05-03,1079.0,34.52041498,-87.31069453,14,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2848,Lee,2020-05-03,1081.0,32.60154883,-85.35132246,400,28,3,0,Alabama,AL,2020-04-03,2020-05-03
2849,Limestone,2020-05-03,1083.0,34.81185586,-86.98310072,45,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2850,Lowndes,2020-05-03,1085.0,32.1597283,-86.65158371,71,1,1,0,Alabama,AL,2020-04-03,2020-05-03
2851,Macon,2020-05-03,1087.0,32.38759944,-85.69267724,40,2,2,0,Alabama,AL,2020-04-03,2020-05-03
2852,Madison,2020-05-03,1089.0,34.76327133,-86.55069633,234,4,1,0,Alabama,AL,2020-04-03,2020-05-03
2853,Marengo,2020-05-03,1091.0,32.24767634,-87.78796182,58,3,2,0,Alabama,AL,2020-04-03,2020-05-03
2854,Marion,2020-05-03,1093.0,34.13697363,-87.88704173,83,6,1,0,Alabama,AL,2020-04-03,2020-05-03
2855,Marshall,2020-05-03,1095.0,34.36975964,-86.30486727,342,7,8,0,Alabama,AL,2020-04-03,2020-05-03
2856,Mobile,2020-05-03,1097.0,30.78472347,-88.20842409,1198,62,26,1,Alabama,AL,2020-04-03,2020-05-03
2857,Monroe,2020-05-03,1099.0,31.56729412,-87.36995001,13,1,0,0,Alabama,AL,2020-04-03,2020-05-03
2858,Montgomery,2020-05-03,1101.0,32.2206831,-86.20969272,409,7,30,1,Alabama,AL,2020-04-03,2020-05-03
2859,Morgan,2020-05-03,1103.0,34.45500589,-86.85475946,74,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2860,Perry,2020-05-03,1105.0,32.64048341,-87.29770589,15,0,5,0,Alabama,AL,2020-04-03,2020-05-03
2861,Pickens,2020-05-03,1107.0,33.28094866,-88.08818103,55,2,1,0,Alabama,AL,2020-04-03,2020-05-03
2862,Pike,2020-05-03,1109.0,31.80396383,-85.9408295,75,0,2,0,Alabama,AL,2020-04-03,2020-05-03
2863,Randolph,2020-05-03,1111.0,33.29526734,-85.45708831,77,4,3,0,Alabama,AL,2020-04-03,2020-05-03
2864,Russell,2020-05-03,1113.0,32.28725256,-85.18415324,61,0,1,0,Alabama,AL,2020-04-03,2020-05-03
2866,St. Clair,2020-05-03,1115.0,33.71902176,-86.31029372,76,0,3,0,Alabama,AL,2020-04-03,2020-05-03
2865,Shelby,2020-05-03,1117.0,33.26879845,-86.66232561,327,13,3,0,Alabama,AL,2020-04-03,2020-05-03
2867,Sumter,2020-05-03,1119.0,32.59117397,-88.19916205,77,3,5,0,Alabama,AL,2020-04-03,2020-05-03
2868,Talladega,2020-05-03,1121.0,33.37823223,-86.16886178,65,2,1,0,Alabama,AL,2020-04-03,2020-05-03
2869,Tallapoosa,2020-05-03,1123.0,32.86698258,-85.79833053,295,18,5,0,Alabama,AL,2020-04-03,2020-05-03
2870,Tuscaloosa,2020-05-03,1125.0,33.28726072,-87.52556818,218,2,2,0,Alabama,AL,2020-04-03,2020-05-03
2872,Walker,2020-05-03,1127.0,33.80270512,-87.30027177,99,0,2,0,Alabama,AL,2020-04-03,2020-05-03
2873,Washington,2020-05-03,1129.0,31.4092794,-88.20689944,38,2,1,0,Alabama,AL,2020-04-03,2020-05-03
2874,Wilcox,2020-05-03,1131.0,31.98773215,-87.30891118,72,3,1,0,Alabama,AL,2020-04-03,2020-05-03
2875,Winston,2020-05-03,1133.0,34.15030532,-87.37325922,16,0,0,0,Alabama,AL,2020-04-03,2020-05-03
4403,Anchorage,2020-04-26,2020.0,61.14998174,-149.14269860000005,168,4,0,0,Alaska,AK,2020-03-27,2020-04-26
4404,Bethel,2020-04-26,2050.0,60.90980451,-159.8561831,1,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4405,Fairbanks North Star,2020-04-26,2090.0,64.80726247,-146.5692662,80,1,1,0,Alaska,AK,2020-03-27,2020-04-26
4406,Juneau,2020-04-26,2110.0,58.45031811,-134.200436,27,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4407,Kenai Peninsula,2020-04-26,2122.0,60.24429722,-151.53888840000005,19,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4408,Ketchikan Gateway,2020-04-26,2130.0,55.57445008,-130.975561,16,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4409,Kodiak Island,2020-04-26,2150.0,57.65529415,-153.7493579,1,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4410,Matanuska-Susitna,2020-04-26,2170.0,62.31305045,-149.5741743,20,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4411,Nome,2020-04-26,2180.0,64.90320724,-164.0353804,1,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4412,Petersburg,2020-04-26,2195.0,57.13978948,-132.9540995,3,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4413,Prince of Wales-Hyder,2020-04-26,2198.0,55.76261984,-133.0511621,2,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4414,Southeast Fairbanks,2020-04-26,2240.0,63.87692095,-143.2127643,1,0,0,0,Alaska,AK,2020-03-27,2020-04-26
4416,Yukon-Koyukuk,2020-04-26,2290.0,65.50815459,-151.39073869999999,1,0,0,0,Alaska,AK,2020-03-27,2020-04-26
5338,Apache,2020-04-29,4001.0,35.39465006,-109.4892383,392,5,12,0,Arizona,AZ,2020-03-30,2020-04-29
5339,Cochise,2020-04-29,4003.0,31.87934684,-109.7516088,38,0,1,0,Arizona,AZ,2020-03-30,2020-04-29
5340,Coconino,2020-04-29,4005.0,35.83883429,-111.7707178,453,42,14,4,Arizona,AZ,2020-03-30,2020-04-29
5341,Gila,2020-04-29,4007.0,33.80190085,-110.8132779,12,0,1,0,Arizona,AZ,2020-03-30,2020-04-29
5342,Graham,2020-04-29,4009.0,32.93166885,-109.8882178,10,0,1,0,Arizona,AZ,2020-03-30,2020-04-29
5343,Greenlee,2020-04-29,4011.0,33.21498827,-109.2405279,2,0,0,0,Arizona,AZ,2020-03-30,2020-04-29
5344,La Paz,2020-04-29,4012.0,33.72854224,-113.9810029,8,1,1,0,Arizona,AZ,2020-03-30,2020-04-29
5345,Maricopa,2020-04-29,4013.0,33.34835867,-112.4918154,3723,140,145,18,Arizona,AZ,2020-03-30,2020-04-29
5346,Mohave,2020-04-29,4015.0,35.70471703,-113.7577902,105,7,6,3,Arizona,AZ,2020-03-30,2020-04-29
5347,Navajo,2020-04-29,4017.0,35.3997715,-110.3218983,682,18,17,0,Arizona,AZ,2020-03-30,2020-04-29
5348,Pima,2020-04-29,4019.0,32.0971334,-111.7890033,1215,80,27,4,Arizona,AZ,2020-03-30,2020-04-29
5349,Pinal,2020-04-29,4021.0,32.90525627,-111.3449483,387,11,22,2,Arizona,AZ,2020-03-30,2020-04-29
5350,Santa Cruz,2020-04-29,4023.0,31.52508998,-110.8479088,31,0,0,0,Arizona,AZ,2020-03-30,2020-04-29
5352,Yavapai,2020-04-29,4025.0,34.59933926,-112.5538588,79,1,2,0,Arizona,AZ,2020-03-30,2020-04-29
5353,Yuma,2020-04-29,4027.0,32.76895712,-113.90666740000002,72,1,5,0,Arizona,AZ,2020-03-30,2020-04-29
11209,Alameda,2020-04-18,6001.0,37.64629437,-121.8929271,1114,41,51,1,California,CA,2020-03-19,2020-04-18
11210,Alpine,2020-04-18,6003.0,38.59678594,-119.82235940000001,2,0,0,0,California,CA,2020-03-19,2020-04-18
11211,Amador,2020-04-18,6005.0,38.44583082,-120.65696000000001,7,0,0,0,California,CA,2020-03-19,2020-04-18
11212,Butte,2020-04-18,6007.0,39.66727762,-121.6005252,16,0,0,0,California,CA,2020-03-19,2020-04-18
11213,Calaveras,2020-04-18,6009.0,38.20537103,-120.55291299999999,12,0,1,0,California,CA,2020-03-19,2020-04-18
11214,Colusa,2020-04-18,6011.0,39.17881957,-122.2331726,3,0,0,0,California,CA,2020-03-19,2020-04-18
11215,Contra Costa,2020-04-18,6013.0,37.91923498,-121.9289527,685,19,37,0,California,CA,2020-03-19,2020-04-18
11216,Del Norte,2020-04-18,6015.0,41.74228275,-123.89740630000001,2,0,0,0,California,CA,2020-03-19,2020-04-18
11217,El Dorado,2020-04-18,6017.0,38.77965956,-120.5233166,36,0,0,0,California,CA,2020-03-19,2020-04-18
11218,Fresno,2020-04-18,6019.0,36.75733899,-119.6466953,311,7,16,0,California,CA,2020-03-19,2020-04-18
11219,Glenn,2020-04-18,6021.0,39.59875897,-122.3938452,4,0,0,0,California,CA,2020-03-19,2020-04-18
11220,Humboldt,2020-04-18,6023.0,40.69923009,-123.876044,52,0,0,0,California,CA,2020-03-19,2020-04-18
11221,Imperial,2020-04-18,6025.0,33.0393082,-115.36690420000001,155,3,12,0,California,CA,2020-03-19,2020-04-18
11222,Inyo,2020-04-18,6027.0,36.51112084,-117.41119779999998,18,0,1,0,California,CA,2020-03-19,2020-04-18
11223,Kern,2020-04-18,6029.0,35.34329425,-118.72777959999999,610,3,32,0,California,CA,2020-03-19,2020-04-18
11224,Kings,2020-04-18,6031.0,36.07409056,-119.8159973,20,1,2,0,California,CA,2020-03-19,2020-04-18
11225,Lake,2020-04-18,6033.0,39.10124298,-122.75362439999999,6,0,0,0,California,CA,2020-03-19,2020-04-18
11226,Los Angeles,2020-04-18,6037.0,34.30828379,-118.22824109999999,12021,576,621,79,California,CA,2020-03-19,2020-04-18
11227,Madera,2020-04-18,6039.0,37.21513971,-119.76655890000002,33,2,0,0,California,CA,2020-03-19,2020-04-18
11228,Marin,2020-04-18,6041.0,38.07122463,-122.72106310000001,187,10,0,0,California,CA,2020-03-19,2020-04-18
11229,Mendocino,2020-04-18,6045.0,39.4381191,-123.39113130000001,5,0,1,0,California,CA,2020-03-19,2020-04-18
11230,Merced,2020-04-18,6047.0,37.18922369,-120.72090349999999,86,3,4,0,California,CA,2020-03-19,2020-04-18
11231,Mono,2020-04-18,6051.0,37.93899289,-118.8872409,23,1,0,0,California,CA,2020-03-19,2020-04-18
11232,Monterey,2020-04-18,6053.0,36.21862405,-121.24133970000001,119,3,0,0,California,CA,2020-03-19,2020-04-18
11233,Napa,2020-04-18,6055.0,38.50735751,-122.33283899999999,47,2,3,0,California,CA,2020-03-19,2020-04-18
11234,Nevada,2020-04-18,6057.0,39.30394768,-120.76272809999999,36,1,2,0,California,CA,2020-03-19,2020-04-18
11235,Orange,2020-04-18,6059.0,33.70147516,-117.76459979999998,1556,32,55,4,California,CA,2020-03-19,2020-04-18
11236,Placer,2020-04-18,6061.0,39.06167234,-120.72405690000001,131,8,1,0,California,CA,2020-03-19,2020-04-18
11237,Plumas,2020-04-18,6063.0,40.00355989,-120.8395236,4,0,0,0,California,CA,2020-03-19,2020-04-18
11238,Riverside,2020-04-18,6065.0,33.74314981,-115.9933578,2457,69,0,0,California,CA,2020-03-19,2020-04-18
11239,Sacramento,2020-04-18,6067.0,38.45106826,-121.34253740000001,914,33,18,1,California,CA,2020-03-19,2020-04-18
11240,San Benito,2020-04-18,6069.0,36.60308176,-121.069975,44,2,0,0,California,CA,2020-03-19,2020-04-18
11241,San Bernardino,2020-04-18,6071.0,34.84060306,-116.1774685,1219,57,187,10,California,CA,2020-03-19,2020-04-18
11242,San Diego,2020-04-18,6073.0,33.03484597,-116.73653259999999,2158,70,71,7,California,CA,2020-03-19,2020-04-18
11243,San Francisco,2020-04-18,6075.0,37.75215114,-122.43856720000001,1137,20,79,0,California,CA,2020-03-19,2020-04-18
11244,San Joaquin,2020-04-18,6077.0,37.93433732,-121.2730061,400,17,29,0,California,CA,2020-03-19,2020-04-18
11245,San Luis Obispo,2020-04-18,6079.0,35.38822029,-120.4039028,131,1,4,0,California,CA,2020-03-19,2020-04-18
11246,San Mateo,2020-04-18,6081.0,37.422880799999994,-122.32755459999998,838,28,41,0,California,CA,2020-03-19,2020-04-18
11247,Santa Barbara,2020-04-18,6083.0,34.65329488,-120.0188492,373,3,19,0,California,CA,2020-03-19,2020-04-18
11248,Santa Clara,2020-04-18,6085.0,37.23104908,-121.6970462,1870,73,0,0,California,CA,2020-03-19,2020-04-18
11249,Santa Cruz,2020-04-18,6087.0,37.05580291,-122.0066524,101,2,3,0,California,CA,2020-03-19,2020-04-18
11250,Shasta,2020-04-18,6089.0,40.76391419,-122.0396884,26,3,0,0,California,CA,2020-03-19,2020-04-18
11251,Siskiyou,2020-04-18,6093.0,41.59198861,-122.54074340000001,5,0,0,0,California,CA,2020-03-19,2020-04-18
11252,Solano,2020-04-18,6095.0,38.26827353,-121.9357113,169,2,0,0,California,CA,2020-03-19,2020-04-18
11253,Sonoma,2020-04-18,6097.0,38.52746429,-122.88625060000001,180,2,8,0,California,CA,2020-03-19,2020-04-18
11254,Stanislaus,2020-04-18,6099.0,37.55862499,-120.9970722,206,4,19,0,California,CA,2020-03-19,2020-04-18
11255,Sutter,2020-04-18,6101.0,39.03417539,-121.6945899,25,2,1,0,California,CA,2020-03-19,2020-04-18
11256,Tehama,2020-04-18,6103.0,40.12570935,-122.23701709999999,1,1,0,0,California,CA,2020-03-19,2020-04-18
11257,Tulare,2020-04-18,6107.0,36.22026558,-118.8020203,397,17,15,0,California,CA,2020-03-19,2020-04-18
11258,Tuolumne,2020-04-18,6109.0,38.02644018,-119.95250929999999,2,0,0,0,California,CA,2020-03-19,2020-04-18
11260,Ventura,2020-04-18,6111.0,34.44465746,-119.09106129999999,396,13,0,0,California,CA,2020-03-19,2020-04-18
11261,Yolo,2020-04-18,6113.0,38.68278902,-121.90182879999999,126,8,1,1,California,CA,2020-03-19,2020-04-18
11262,Yuba,2020-04-18,6115.0,39.26255932,-121.35356440000001,15,1,0,0,California,CA,2020-03-19,2020-04-18
14786,Adams,2020-04-24,8001.0,39.87432092,-104.3362578,1252,57,170,7,Colorado,CO,2020-03-25,2020-04-24
14787,Alamosa,2020-04-24,8003.0,37.57250606,-105.7885451,10,2,1,0,Colorado,CO,2020-03-25,2020-04-24
14788,Arapahoe,2020-04-24,8005.0,39.64977461,-104.3353617,2030,125,206,24,Colorado,CO,2020-03-25,2020-04-24
14789,Archuleta,2020-04-24,8007.0,37.19474156,-107.04768670000001,8,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14790,Baca,2020-04-24,8009.0,37.31940883,-102.5603223,10,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14791,Boulder,2020-04-24,8013.0,40.09313619,-105.3546767,470,28,44,3,Colorado,CO,2020-03-25,2020-04-24
14792,Broomfield,2020-04-24,8014.0,39.95998787,-105.0566324,126,5,13,1,Colorado,CO,2020-03-25,2020-04-24
14793,Chaffee,2020-04-24,8015.0,38.74745778,-106.19265729999998,66,13,11,8,Colorado,CO,2020-03-25,2020-04-24
14794,Clear Creek,2020-04-24,8019.0,39.68864463,-105.6463118,13,1,1,0,Colorado,CO,2020-03-25,2020-04-24
14795,Costilla,2020-04-24,8023.0,37.27732493,-105.4276548,3,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14796,Crowley,2020-04-24,8025.0,38.32608609,-103.7844965,2,1,0,0,Colorado,CO,2020-03-25,2020-04-24
14797,Custer,2020-04-24,8027.0,38.10883162,-105.3683478,2,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14798,Delta,2020-04-24,8029.0,38.86246243,-107.86313419999999,26,1,1,0,Colorado,CO,2020-03-25,2020-04-24
14799,Denver,2020-04-24,8031.0,39.76018276,-104.87256950000001,2385,128,213,30,Colorado,CO,2020-03-25,2020-04-24
14800,Douglas,2020-04-24,8035.0,39.33133796,-104.930001,414,19,15,1,Colorado,CO,2020-03-25,2020-04-24
14801,Eagle,2020-04-24,8037.0,39.62754308,-106.6933637,506,7,17,0,Colorado,CO,2020-03-25,2020-04-24
14803,Elbert,2020-04-24,8039.0,39.28656773,-104.13587209999999,27,1,1,0,Colorado,CO,2020-03-25,2020-04-24
14802,El Paso,2020-04-24,8041.0,38.83240149,-104.5251411,853,72,55,17,Colorado,CO,2020-03-25,2020-04-24
14804,Fremont,2020-04-24,8043.0,38.47362326,-105.43996670000001,19,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14805,Garfield,2020-04-24,8045.0,39.59921777,-107.902708,81,2,7,0,Colorado,CO,2020-03-25,2020-04-24
14806,Gilpin,2020-04-24,8047.0,39.85646523,-105.5252597,1,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14807,Grand,2020-04-24,8049.0,40.10603347,-106.11780420000001,5,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14808,Gunnison,2020-04-24,8051.0,38.66611652,-107.0320729,123,4,2,0,Colorado,CO,2020-03-25,2020-04-24
14809,Hinsdale,2020-04-24,8053.0,37.82247444,-107.3004345,3,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14810,Huerfano,2020-04-24,8055.0,37.68473101,-104.9612585,1,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14811,Jefferson,2020-04-24,8059.0,39.58635604,-105.2517692,1157,61,82,8,Colorado,CO,2020-03-25,2020-04-24
14812,Kit Carson,2020-04-24,8063.0,39.30497777,-102.60221990000001,19,2,1,1,Colorado,CO,2020-03-25,2020-04-24
14814,Lake,2020-04-24,8065.0,39.20278823,-106.35556969999999,12,0,2,0,Colorado,CO,2020-03-25,2020-04-24
14813,La Plata,2020-04-24,8067.0,37.28632032,-107.8429014,56,0,1,0,Colorado,CO,2020-03-25,2020-04-24
14815,Larimer,2020-04-24,8069.0,40.66671597,-105.4625784,291,18,17,3,Colorado,CO,2020-03-25,2020-04-24
14816,Las Animas,2020-04-24,8071.0,37.3153406,-104.03764579999999,3,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14817,Lincoln,2020-04-24,8073.0,38.98749519,-103.51366490000001,3,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14818,Logan,2020-04-24,8075.0,40.7249637,-103.110817,31,1,7,0,Colorado,CO,2020-03-25,2020-04-24
14819,Mesa,2020-04-24,8077.0,39.01787888,-108.469799,37,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14820,Mineral,2020-04-24,8079.0,37.66954283,-106.92816979999999,2,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14821,Moffat,2020-04-24,8081.0,40.61810999,-108.2070876,6,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14822,Montezuma,2020-04-24,8083.0,37.33859579,-108.59588570000001,15,2,0,0,Colorado,CO,2020-03-25,2020-04-24
14823,Montrose,2020-04-24,8085.0,38.40214114,-108.26390220000002,83,9,1,0,Colorado,CO,2020-03-25,2020-04-24
14824,Morgan,2020-04-24,8087.0,40.26279810000001,-103.8093302,232,8,18,0,Colorado,CO,2020-03-25,2020-04-24
14825,Otero,2020-04-24,8089.0,37.9014485,-103.7173385,8,1,1,1,Colorado,CO,2020-03-25,2020-04-24
14826,Ouray,2020-04-24,8091.0,38.14717457,-107.7675136,5,1,0,0,Colorado,CO,2020-03-25,2020-04-24
14828,Park,2020-04-24,8093.0,39.120926000000004,-105.7182065,7,0,1,0,Colorado,CO,2020-03-25,2020-04-24
14829,Phillips,2020-04-24,8095.0,40.59414277,-102.3577703,5,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14830,Pitkin,2020-04-24,8097.0,39.21720112,-106.9310027,59,3,2,1,Colorado,CO,2020-03-25,2020-04-24
14831,Prowers,2020-04-24,8099.0,37.95544985,-102.3926052,1,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14832,Pueblo,2020-04-24,8101.0,38.17359144,-104.5127437,117,9,9,2,Colorado,CO,2020-03-25,2020-04-24
14833,Rio Blanco,2020-04-24,8103.0,39.97913541,-108.2179009,1,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14834,Rio Grande,2020-04-24,8105.0,37.5836865,-106.3847838,7,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14835,Routt,2020-04-24,8107.0,40.48596505,-106.9905548,52,4,0,2,Colorado,CO,2020-03-25,2020-04-24
14836,Saguache,2020-04-24,8109.0,38.08054629,-106.28246599999999,3,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14837,San Miguel,2020-04-24,8113.0,38.00450883,-108.4020725,17,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14838,Summit,2020-04-24,8117.0,39.63803232,-106.1150762,97,1,-8,0,Colorado,CO,2020-03-25,2020-04-24
14839,Teller,2020-04-24,8119.0,38.88133511,-105.16148929999999,26,2,1,0,Colorado,CO,2020-03-25,2020-04-24
14841,Washington,2020-04-24,8121.0,39.97015535,-103.202587,6,0,0,0,Colorado,CO,2020-03-25,2020-04-24
14842,Weld,2020-04-24,8123.0,40.55499405,-104.39296209999999,1353,82,90,12,Colorado,CO,2020-03-25,2020-04-24
14843,Yuma,2020-04-24,8125.0,40.00346839,-102.4258673,6,0,1,0,Colorado,CO,2020-03-25,2020-04-24
16472,Fairfield,2020-04-19,9001.0,41.26809896,-73.3881171,7434,447,71,15,Connecticut,CT,2020-03-20,2020-04-19
16473,Hartford,2020-04-19,9003.0,41.80283011,-72.73103891,3351,295,155,6,Connecticut,CT,2020-03-20,2020-04-19
16474,Litchfield,2020-04-19,9005.0,41.7937534,-73.2451475,600,48,7,0,Connecticut,CT,2020-03-20,2020-04-19
16475,Middlesex,2020-04-19,9007.0,41.45949668,-72.53714864,462,40,14,3,Connecticut,CT,2020-03-20,2020-04-19
16476,New Haven,2020-04-19,9009.0,41.408032500000004,-72.93620426,4871,257,128,16,Connecticut,CT,2020-03-20,2020-04-19
16477,New London,2020-04-19,9011.0,41.48896435,-72.10430976,339,10,24,0,Connecticut,CT,2020-03-20,2020-04-19
16478,Tolland,2020-04-19,9013.0,41.85853803,-72.3308481,276,24,6,0,Connecticut,CT,2020-03-20,2020-04-19
16480,Windham,2020-04-19,9015.0,41.82972709,-71.98182316,100,2,3,0,Connecticut,CT,2020-03-20,2020-04-19
16844,Kent,2020-04-21,10001.0,39.08646628,-75.56884914,459,14,29,1,Delaware,DE,2020-03-22,2020-04-21
16845,New Castle,2020-04-21,10003.0,39.57992638,-75.64054974,1303,36,74,3,Delaware,DE,2020-03-22,2020-04-21
16846,Sussex,2020-04-21,10005.0,38.66143781,-75.39031349,1139,32,84,6,Delaware,DE,2020-03-22,2020-04-21
19612,Alachua,2020-05-01,12001.0,29.67866525,-82.35928158,273,5,6,0,Florida,FL,2020-04-01,2020-05-01
19613,Baker,2020-05-01,12003.0,30.33060121,-82.28467476,22,3,2,0,Florida,FL,2020-04-01,2020-05-01
19614,Bay,2020-05-01,12005.0,30.26548745,-85.62122584,72,3,0,0,Florida,FL,2020-04-01,2020-05-01
19615,Bradford,2020-05-01,12007.0,29.95079741,-82.16611613,47,2,1,0,Florida,FL,2020-04-01,2020-05-01
19616,Brevard,2020-05-01,12009.0,28.29409504,-80.73091022,289,8,4,0,Florida,FL,2020-04-01,2020-05-01
